Company_ID,Branch_ID,Employee_ID,Product_ID,DATE,Product_Quantity,Price,Sales
C1,B-101,E-101,P-101,02-05-2020,1254,1500,1881000
C1,B-101,E-101,P-101,03-05-2020,1223,1500,1834500
C1,B-101,E-101,P-101,04-05-2020,1990,1500,2985000
C1,B-101,E-101,P-101,05-05-2020,1192,1500,1788000
C1,B-101,E-101,P-101,06-05-2020,1833,1500,2749500
C1,B-101,E-101,P-101,07-05-2020,1957,1500,2935500
C1,B-101,E-101,P-101,08-05-2020,1783,1500,2674500
C1,B-101,E-101,P-101,09-05-2020,1015,1500,1522500
C1,B-101,E-101,P-101,10-05-2020,1875,1500,2812500
C1,B-101,E-101,P-101,11-05-2020,1523,1500,2284500
C1,B-101,E-101,P-101,12-05-2020,1779,1500,2668500
C1,B-101,E-101,P-101,13-05-2020,1901,1500,2851500
C1,B-101,E-101,P-101,14-05-2020,1404,1500,2106000
C1,B-101,E-101,P-101,15-05-2020,1037,1500,1555500
C1,B-101,E-101,P-101,16-05-2020,1659,1500,2488500
C1,B-101,E-101,P-101,17-05-2020,1290,1500,1935000
C1,B-101,E-101,P-101,18-05-2020,1202,1500,1803000
C1,B-101,E-101,P-101,19-05-2020,1488,1500,2232000
C1,B-101,E-101,P-101,20-05-2020,1747,1500,2620500
C1,B-101,E-101,P-101,21-05-2020,1424,1500,2136000
C1,B-101,E-101,P-101,22-05-2020,1249,1500,1873500
C1,B-101,E-101,P-101,23-05-2020,1601,1500,2401500
C1,B-101,E-101,P-101,24-05-2020,1636,1500,2454000
C1,B-101,E-101,P-101,25-05-2020,1818,1500,2727000
C1,B-101,E-101,P-101,26-05-2020,1701,1500,2551500
C1,B-101,E-101,P-101,27-05-2020,1643,1500,2464500
C1,B-101,E-101,P-101,28-05-2020,1634,1500,2451000
C1,B-101,E-101,P-101,29-05-2020,1406,1500,2109000
C1,B-101,E-101,P-101,30-05-2020,1575,1500,2362500
C1,B-101,E-101,P-101,31-05-2020,1470,1500,2205000
C1,B-101,E-101,P-101,01-06-2020,1475,1500,2212500
C1,B-101,E-101,P-101,02-06-2020,1729,1500,2593500
C1,B-101,E-101,P-101,03-06-2020,1794,1500,2691000
C1,B-101,E-101,P-101,04-06-2020,1247,1500,1870500
C1,B-101,E-101,P-101,05-06-2020,1687,1500,2530500
C1,B-101,E-101,P-101,06-06-2020,1180,1500,1770000
C1,B-101,E-101,P-101,07-06-2020,1878,1500,2817000
C1,B-101,E-101,P-101,08-06-2020,1682,1500,2523000
C1,B-101,E-101,P-101,09-06-2020,1590,1500,2385000
C1,B-101,E-101,P-101,10-06-2020,1869,1500,2803500
C1,B-101,E-101,P-101,11-06-2020,1356,1500,2034000
C1,B-101,E-101,P-101,12-06-2020,1484,1500,2226000
C1,B-101,E-101,P-101,13-06-2020,1153,1500,1729500
C1,B-101,E-101,P-101,14-06-2020,1064,1500,1596000
C1,B-101,E-101,P-101,15-06-2020,1947,1500,2920500
C1,B-101,E-101,P-101,16-06-2020,1055,1500,1582500
C1,B-101,E-101,P-101,17-06-2020,1834,1500,2751000
C1,B-101,E-101,P-101,18-06-2020,1599,1500,2398500
C1,B-101,E-101,P-101,19-06-2020,1631,1500,2446500
C1,B-101,E-101,P-101,20-06-2020,1067,1500,1600500
C1,B-101,E-101,P-101,21-06-2020,1089,1500,1633500
C1,B-101,E-101,P-101,22-06-2020,1784,1500,2676000
C1,B-101,E-101,P-101,23-06-2020,1019,1500,1528500
C1,B-101,E-101,P-101,24-06-2020,1671,1500,2506500
C1,B-101,E-101,P-101,25-06-2020,1473,1500,2209500
C1,B-101,E-101,P-101,26-06-2020,1627,1500,2440500
C1,B-101,E-101,P-101,27-06-2020,1851,1500,2776500
C1,B-101,E-101,P-101,28-06-2020,1586,1500,2379000
C1,B-101,E-101,P-101,29-06-2020,1066,1500,1599000
C1,B-101,E-101,P-101,30-06-2020,1149,1500,1723500
C1,B-101,E-101,P-101,01-07-2020,1987,1500,2980500
C1,B-101,E-101,P-101,02-07-2020,1201,1500,1801500
C1,B-101,E-101,P-101,03-07-2020,1583,1500,2374500
C1,B-101,E-101,P-101,04-07-2020,1613,1500,2419500
C1,B-101,E-101,P-101,05-07-2020,1065,1500,1597500
C1,B-101,E-101,P-101,06-07-2020,1112,1500,1668000
C1,B-101,E-101,P-101,07-07-2020,1605,1500,2407500
C1,B-101,E-101,P-101,08-07-2020,1332,1500,1998000
C1,B-101,E-101,P-101,09-07-2020,1796,1500,2694000
C1,B-101,E-101,P-101,10-07-2020,1258,1500,1887000
C1,B-101,E-101,P-101,11-07-2020,1297,1500,1945500
C1,B-101,E-101,P-101,12-07-2020,1527,1500,2290500
C1,B-101,E-101,P-101,13-07-2020,1967,1500,2950500
C1,B-101,E-101,P-101,14-07-2020,1892,1500,2838000
C1,B-101,E-101,P-101,15-07-2020,1422,1500,2133000
C1,B-101,E-101,P-101,16-07-2020,1373,1500,2059500
C1,B-101,E-101,P-101,17-07-2020,1439,1500,2158500
C1,B-101,E-101,P-101,18-07-2020,1185,1500,1777500
C1,B-101,E-101,P-101,19-07-2020,1629,1500,2443500
C1,B-101,E-101,P-101,20-07-2020,1013,1500,1519500
C1,B-101,E-101,P-101,21-07-2020,1707,1500,2560500
C1,B-101,E-101,P-101,22-07-2020,1158,1500,1737000
C1,B-101,E-101,P-101,23-07-2020,1819,1500,2728500
C1,B-101,E-101,P-101,24-07-2020,1769,1500,2653500
C1,B-101,E-101,P-101,25-07-2020,1184,1500,1776000
C1,B-101,E-101,P-101,26-07-2020,1973,1500,2959500
C1,B-101,E-101,P-101,27-07-2020,1826,1500,2739000
C1,B-101,E-101,P-101,28-07-2020,1237,1500,1855500
C1,B-101,E-101,P-101,29-07-2020,1000,1500,1500000
C1,B-101,E-101,P-101,30-07-2020,1379,1500,2068500
C1,B-101,E-101,P-101,31-07-2020,1800,1500,2700000
C1,B-101,E-101,P-101,01-08-2020,1256,1500,1884000
C1,B-101,E-101,P-101,02-08-2020,1925,1500,2887500
C1,B-101,E-101,P-101,03-08-2020,1219,1500,1828500
C1,B-101,E-101,P-101,04-08-2020,1452,1500,2178000
C1,B-101,E-101,P-101,05-08-2020,1947,1500,2920500
C1,B-101,E-101,P-101,06-08-2020,1024,1500,1536000
C1,B-101,E-101,P-101,07-08-2020,1480,1500,2220000
C1,B-101,E-101,P-101,08-08-2020,1740,1500,2610000
C1,B-101,E-101,P-101,09-08-2020,1165,1500,1747500
C1,B-101,E-101,P-101,10-08-2020,1808,1500,2712000
C1,B-101,E-101,P-101,11-08-2020,1316,1500,1974000
C1,B-101,E-101,P-101,12-08-2020,1676,1500,2514000
C1,B-101,E-101,P-101,13-08-2020,1762,1500,2643000
C1,B-101,E-101,P-101,14-08-2020,1869,1500,2803500
C1,B-101,E-101,P-101,15-08-2020,1846,1500,2769000
C1,B-101,E-101,P-101,16-08-2020,1701,1500,2551500
C1,B-101,E-101,P-101,17-08-2020,1940,1500,2910000
C1,B-101,E-101,P-101,18-08-2020,1531,1500,2296500
C1,B-101,E-101,P-101,19-08-2020,1282,1500,1923000
C1,B-101,E-101,P-101,20-08-2020,1437,1500,2155500
C1,B-101,E-101,P-101,21-08-2020,1904,1500,2856000
C1,B-101,E-101,P-101,22-08-2020,1582,1500,2373000
C1,B-101,E-101,P-101,23-08-2020,1153,1500,1729500
C1,B-101,E-101,P-101,24-08-2020,1714,1500,2571000
C1,B-101,E-101,P-101,25-08-2020,1702,1500,2553000
C1,B-101,E-101,P-101,26-08-2020,1947,1500,2920500
C1,B-101,E-101,P-101,27-08-2020,1921,1500,2881500
C1,B-101,E-101,P-101,28-08-2020,1489,1500,2233500
C1,B-101,E-101,P-101,29-08-2020,1865,1500,2797500
C1,B-101,E-101,P-101,30-08-2020,1072,1500,1608000
C1,B-101,E-101,P-101,31-08-2020,1336,1500,2004000
C1,B-101,E-101,P-101,01-09-2020,1615,1500,2422500
C1,B-101,E-101,P-101,02-09-2020,1967,1500,2950500
C1,B-101,E-101,P-101,03-09-2020,1883,1500,2824500
C1,B-101,E-101,P-101,04-09-2020,1225,1500,1837500
C1,B-101,E-101,P-101,05-09-2020,1493,1500,2239500
C1,B-101,E-101,P-101,06-09-2020,1760,1500,2640000
C1,B-101,E-101,P-101,07-09-2020,1370,1500,2055000
C1,B-101,E-101,P-101,08-09-2020,1231,1500,1846500
C1,B-101,E-101,P-101,09-09-2020,1269,1500,1903500
C1,B-101,E-101,P-101,10-09-2020,1867,1500,2800500
C1,B-101,E-101,P-101,11-09-2020,1301,1500,1951500
C1,B-101,E-101,P-101,12-09-2020,1221,1500,1831500
C1,B-101,E-101,P-101,13-09-2020,1638,1500,2457000
C1,B-101,E-101,P-101,14-09-2020,1333,1500,1999500
C1,B-101,E-101,P-101,15-09-2020,1040,1500,1560000
C1,B-101,E-101,P-101,16-09-2020,1710,1500,2565000
C1,B-101,E-101,P-101,17-09-2020,1259,1500,1888500
C1,B-101,E-101,P-101,18-09-2020,1515,1500,2272500
C1,B-101,E-101,P-101,19-09-2020,1213,1500,1819500
C1,B-101,E-101,P-101,20-09-2020,1643,1500,2464500
C1,B-101,E-101,P-101,21-09-2020,1485,1500,2227500
C1,B-101,E-101,P-101,22-09-2020,1884,1500,2826000
C1,B-101,E-101,P-101,23-09-2020,1760,1500,2640000
C1,B-101,E-101,P-101,24-09-2020,1334,1500,2001000
C1,B-101,E-101,P-101,25-09-2020,1378,1500,2067000
C1,B-101,E-101,P-101,26-09-2020,1348,1500,2022000
C1,B-101,E-101,P-101,27-09-2020,1982,1500,2973000
C1,B-101,E-101,P-101,28-09-2020,1156,1500,1734000
C1,B-101,E-101,P-101,29-09-2020,1996,1500,2994000
C1,B-101,E-101,P-101,30-09-2020,1567,1500,2350500
C1,B-101,E-101,P-101,01-10-2020,1315,1500,1972500
C1,B-101,E-101,P-101,02-10-2020,1861,1500,2791500
C1,B-101,E-101,P-101,03-10-2020,1497,1500,2245500
C1,B-101,E-101,P-101,04-10-2020,1587,1500,2380500
C1,B-101,E-101,P-101,05-10-2020,1909,1500,2863500
C1,B-101,E-101,P-101,06-10-2020,1017,1500,1525500
C1,B-101,E-101,P-101,07-10-2020,1956,1500,2934000
C1,B-101,E-101,P-101,08-10-2020,1837,1500,2755500
C1,B-101,E-101,P-101,09-10-2020,1567,1500,2350500
C1,B-101,E-101,P-101,10-10-2020,1118,1500,1677000
C1,B-101,E-101,P-101,11-10-2020,1653,1500,2479500
C1,B-101,E-101,P-101,12-10-2020,1149,1500,1723500
C1,B-101,E-101,P-101,13-10-2020,1250,1500,1875000
C1,B-101,E-101,P-101,14-10-2020,1377,1500,2065500
C1,B-101,E-101,P-101,15-10-2020,1244,1500,1866000
C1,B-101,E-101,P-101,16-10-2020,1003,1500,1504500
C1,B-101,E-101,P-101,17-10-2020,1118,1500,1677000
C1,B-101,E-101,P-101,18-10-2020,1077,1500,1615500
C1,B-101,E-101,P-101,19-10-2020,1429,1500,2143500
C1,B-101,E-101,P-101,20-10-2020,1659,1500,2488500
C1,B-101,E-101,P-101,21-10-2020,1057,1500,1585500
C1,B-101,E-101,P-101,22-10-2020,1628,1500,2442000
C1,B-101,E-101,P-101,23-10-2020,1657,1500,2485500
C1,B-101,E-101,P-101,24-10-2020,1147,1500,1720500
C1,B-101,E-101,P-101,25-10-2020,1734,1500,2601000
C1,B-101,E-101,P-101,26-10-2020,1151,1500,1726500
C1,B-101,E-101,P-101,27-10-2020,1963,1500,2944500
C1,B-101,E-101,P-101,28-10-2020,1394,1500,2091000
C1,B-101,E-101,P-101,29-10-2020,1486,1500,2229000
C1,B-101,E-101,P-101,30-10-2020,1488,1500,2232000
C1,B-101,E-101,P-101,31-10-2020,1245,1500,1867500
C1,B-101,E-101,P-101,01-11-2020,1876,1500,2814000
C1,B-101,E-101,P-101,02-11-2020,1769,1500,2653500
C1,B-101,E-101,P-101,03-11-2020,1042,1500,1563000
C1,B-101,E-101,P-101,04-11-2020,1164,1500,1746000
C1,B-101,E-101,P-101,05-11-2020,1286,1500,1929000
C1,B-101,E-101,P-101,06-11-2020,1470,1500,2205000
C1,B-101,E-101,P-101,07-11-2020,1737,1500,2605500
C1,B-101,E-101,P-101,08-11-2020,1374,1500,2061000
C1,B-101,E-101,P-101,09-11-2020,1671,1500,2506500
C1,B-101,E-101,P-101,10-11-2020,1117,1500,1675500
C1,B-101,E-101,P-101,11-11-2020,1671,1500,2506500
C1,B-101,E-101,P-101,12-11-2020,1979,1500,2968500
C1,B-101,E-101,P-101,13-11-2020,1355,1500,2032500
C1,B-101,E-101,P-101,14-11-2020,1900,1500,2850000
C1,B-101,E-101,P-101,15-11-2020,1793,1500,2689500
C1,B-101,E-101,P-101,16-11-2020,1955,1500,2932500
C1,B-101,E-101,P-101,17-11-2020,1798,1500,2697000
C1,B-101,E-101,P-101,18-11-2020,1472,1500,2208000
C1,B-101,E-101,P-101,19-11-2020,1990,1500,2985000
C1,B-101,E-101,P-101,20-11-2020,1766,1500,2649000
C1,B-101,E-101,P-101,21-11-2020,1163,1500,1744500
C1,B-101,E-101,P-101,22-11-2020,1704,1500,2556000
C1,B-101,E-101,P-101,23-11-2020,1535,1500,2302500
C1,B-101,E-101,P-101,24-11-2020,1560,1500,2340000
C1,B-101,E-101,P-101,25-11-2020,1033,1500,1549500
C1,B-101,E-101,P-101,26-11-2020,1893,1500,2839500
C1,B-101,E-101,P-101,27-11-2020,1749,1500,2623500
C1,B-101,E-101,P-101,28-11-2020,1142,1500,1713000
C1,B-101,E-101,P-101,29-11-2020,1177,1500,1765500
C1,B-101,E-101,P-101,30-11-2020,1480,1500,2220000
C1,B-101,E-101,P-101,01-12-2020,1073,1500,1609500
C1,B-101,E-101,P-101,02-12-2020,1387,1500,2080500
C1,B-101,E-101,P-101,03-12-2020,1687,1500,2530500
C1,B-101,E-101,P-101,04-12-2020,1968,1500,2952000
C1,B-101,E-101,P-101,05-12-2020,1491,1500,2236500
C1,B-101,E-101,P-101,06-12-2020,1864,1500,2796000
C1,B-101,E-101,P-101,07-12-2020,1141,1500,1711500
C1,B-101,E-101,P-101,08-12-2020,1564,1500,2346000
C1,B-101,E-101,P-101,09-12-2020,1367,1500,2050500
C1,B-101,E-101,P-101,10-12-2020,1259,1500,1888500
C1,B-101,E-101,P-101,11-12-2020,1657,1500,2485500
C1,B-101,E-101,P-101,12-12-2020,1076,1500,1614000
C1,B-101,E-101,P-101,13-12-2020,1344,1500,2016000
C1,B-101,E-101,P-101,14-12-2020,1564,1500,2346000
C1,B-101,E-101,P-101,15-12-2020,1816,1500,2724000
C1,B-101,E-101,P-101,16-12-2020,1685,1500,2527500
C1,B-101,E-101,P-101,17-12-2020,1884,1500,2826000
C1,B-101,E-101,P-101,18-12-2020,1137,1500,1705500
C1,B-101,E-101,P-101,19-12-2020,1517,1500,2275500
C1,B-101,E-101,P-101,20-12-2020,1541,1500,2311500
C1,B-101,E-101,P-101,21-12-2020,1400,1500,2100000
C1,B-101,E-101,P-101,22-12-2020,1461,1500,2191500
C1,B-101,E-101,P-101,23-12-2020,1712,1500,2568000
C1,B-101,E-101,P-101,24-12-2020,1600,1500,2400000
C1,B-101,E-101,P-101,25-12-2020,1719,1500,2578500
C1,B-101,E-101,P-101,26-12-2020,1843,1500,2764500
C1,B-101,E-101,P-101,27-12-2020,1860,1500,2790000
C1,B-101,E-101,P-101,28-12-2020,1656,1500,2484000
C1,B-101,E-101,P-101,29-12-2020,1748,1500,2622000
C1,B-101,E-101,P-101,30-12-2020,1340,1500,2010000
C1,B-101,E-101,P-101,31-12-2020,1674,1500,2511000
C1,B-102,E-102,P-102,01-01-2020,1361,1500,2041500
C1,B-102,E-102,P-102,02-01-2020,1856,1500,2784000
C1,B-102,E-102,P-102,03-01-2020,1947,1500,2920500
C1,B-102,E-102,P-102,04-01-2020,1398,1500,2097000
C1,B-102,E-102,P-102,05-01-2020,1902,1500,2853000
C1,B-102,E-102,P-102,06-01-2020,1432,1500,2148000
C1,B-102,E-102,P-102,07-01-2020,1399,1500,2098500
C1,B-102,E-102,P-102,08-01-2020,1429,1500,2143500
C1,B-102,E-102,P-102,09-01-2020,1086,1500,1629000
C1,B-102,E-102,P-102,10-01-2020,1480,1500,2220000
C1,B-102,E-102,P-102,11-01-2020,1037,1500,1555500
C1,B-102,E-102,P-102,12-01-2020,1550,1500,2325000
C1,B-102,E-102,P-102,13-01-2020,1832,1500,2748000
C1,B-102,E-102,P-102,14-01-2020,1928,1500,2892000
C1,B-102,E-102,P-102,15-01-2020,1803,1500,2704500
C1,B-102,E-102,P-102,16-01-2020,1456,1500,2184000
C1,B-102,E-102,P-102,17-01-2020,1413,1500,2119500
C1,B-102,E-102,P-102,18-01-2020,1539,1500,2308500
C1,B-102,E-102,P-102,19-01-2020,1822,1500,2733000
C1,B-102,E-102,P-102,20-01-2020,1501,1500,2251500
C1,B-102,E-102,P-102,21-01-2020,1418,1500,2127000
C1,B-102,E-102,P-102,22-01-2020,1892,1500,2838000
C1,B-102,E-102,P-102,23-01-2020,1005,1500,1507500
C1,B-102,E-102,P-102,24-01-2020,1808,1500,2712000
C1,B-102,E-102,P-102,25-01-2020,1994,1500,2991000
C1,B-102,E-102,P-102,26-01-2020,1968,1500,2952000
C1,B-102,E-102,P-102,27-01-2020,1760,1500,2640000
C1,B-102,E-102,P-102,28-01-2020,1991,1500,2986500
C1,B-102,E-102,P-102,29-01-2020,1877,1500,2815500
C1,B-102,E-102,P-102,30-01-2020,1268,1500,1902000
C1,B-102,E-102,P-102,31-01-2020,1194,1500,1791000
C1,B-102,E-102,P-102,01-02-2020,1723,1500,2584500
C1,B-102,E-102,P-102,02-02-2020,1703,1500,2554500
C1,B-102,E-102,P-102,03-02-2020,1246,1500,1869000
C1,B-102,E-102,P-102,04-02-2020,1207,1500,1810500
C1,B-102,E-102,P-102,05-02-2020,1296,1500,1944000
C1,B-102,E-102,P-102,06-02-2020,1224,1500,1836000
C1,B-102,E-102,P-102,07-02-2020,1045,1500,1567500
C1,B-102,E-102,P-102,08-02-2020,1421,1500,2131500
C1,B-102,E-102,P-102,09-02-2020,1167,1500,1750500
C1,B-102,E-102,P-102,10-02-2020,1444,1500,2166000
C1,B-102,E-102,P-102,11-02-2020,1231,1500,1846500
C1,B-102,E-102,P-102,12-02-2020,1248,1500,1872000
C1,B-102,E-102,P-102,13-02-2020,1158,1500,1737000
C1,B-102,E-102,P-102,14-02-2020,1111,1500,1666500
C1,B-102,E-102,P-102,15-02-2020,1197,1500,1795500
C1,B-102,E-102,P-102,16-02-2020,1263,1500,1894500
C1,B-102,E-102,P-102,17-02-2020,1652,1500,2478000
C1,B-102,E-102,P-102,18-02-2020,1690,1500,2535000
C1,B-102,E-102,P-102,19-02-2020,1427,1500,2140500
C1,B-102,E-102,P-102,20-02-2020,1703,1500,2554500
C1,B-102,E-102,P-102,21-02-2020,1643,1500,2464500
C1,B-102,E-102,P-102,22-02-2020,1682,1500,2523000
C1,B-102,E-102,P-102,23-02-2020,1639,1500,2458500
C1,B-102,E-102,P-102,24-02-2020,1095,1500,1642500
C1,B-102,E-102,P-102,25-02-2020,1938,1500,2907000
C1,B-102,E-102,P-102,26-02-2020,1165,1500,1747500
C1,B-102,E-102,P-102,27-02-2020,1118,1500,1677000
C1,B-102,E-102,P-102,28-02-2020,1994,1500,2991000
C1,B-102,E-102,P-102,29-02-2020,1168,1500,1752000
C1,B-102,E-102,P-102,01-03-2020,1484,1500,2226000
C1,B-102,E-102,P-102,02-03-2020,1215,1500,1822500
C1,B-102,E-102,P-102,03-03-2020,1291,1500,1936500
C1,B-102,E-102,P-102,04-03-2020,1511,1500,2266500
C1,B-102,E-102,P-102,05-03-2020,1310,1500,1965000
C1,B-102,E-102,P-102,06-03-2020,1058,1500,1587000
C1,B-102,E-102,P-102,07-03-2020,1840,1500,2760000
C1,B-102,E-102,P-102,08-03-2020,1194,1500,1791000
